date,article_number,quantity
2022-05-20,311,64
2022-05-16,72,32
2022-08-15,11,63
2022-06-17,223,32
2022-08-12,329,16
2022-05-27,134,20
2022-07-11,333,32
2022-07-18,239,32
2022-07-11,147,16
2022-04-08,342,96
2022-06-27,19,3
2022-07-08,146,20
2022-06-24,103,32
2022-05-16,7,64
2022-07-04,165,16
2022-04-25,18,80
2022-06-13,62,80
2022-03-28,126,32
2022-03-01,477,160
2022-07-25,324,16
2022-06-27,237,16
2022-06-20,143,32
2022-02-23,322,48
2022-07-11,137,48
2022-06-10,422,32
2022-05-27,311,30
2022-04-08,483,16
2022-06-24,94,16
2022-08-01,49,96
2022-04-25,411,64
2022-04-19,479,1
2022-06-20,63,32
2022-05-02,143,64
2022-07-18,95,16
2022-07-01,256,32
2022-08-15,177,16
2022-06-27,39,16
2022-05-27,191,48
2022-05-18,481,96
2022-04-25,414,32
2022-05-23,33,16
2022-05-09,9,8
2022-07-04,309,16
2022-06-27,430,16
2022-04-25,411,64
2022-07-25,415,16
2022-04-22,22,64
2022-05-09,316,32
2022-03-28,108,16
2022-06-27,411,128
2022-04-20,331,16
2022-05-27,68,16
2022-03-07,421,64
2022-06-27,108,32
2022-04-11,278,96
2022-04-08,468,64
2022-02-28,440,32
2022-04-08,364,96
2022-07-11,358,32
2022-06-13,433,32
2022-06-17,329,14
2022-06-27,369,32
2022-07-25,375,32
2022-04-08,20,64
2022-06-13,279,32
2022-02-24,300,128
2022-07-04,193,80
2022-02-23,41,96
2022-05-30,260,128
2022-05-30,394,4
2022-06-07,152,16
2022-05-30,485,32
2022-07-11,358,16
2022-07-18,346,16
2022-07-01,314,32
2022-03-07,421,64
2022-03-29,239,80
2022-05-30,119,16
2022-05-27,269,1
2022-05-06,401,64
2022-06-20,299,16
2022-06-10,100,32
2022-04-04,308,32
2022-07-04,62,128
2022-05-30,202,16
2022-06-10,453,20
2022-06-13,219,16
2022-05-23,361,64
2022-06-07,79,32
2022-02-23,314,64
2022-03-21,29,64
2022-08-12,215,40
2022-07-04,59,32
2022-06-03,416,48
2022-05-06,483,16
2022-05-23,279,64
2022-05-02,357,32
2022-06-27,49,32
2022-06-07,66,87
2022-06-07,433,16
2022-08-15,469,16
2022-05-30,330,24
2022-07-04,7,16
2022-06-20,262,32
2022-04-22,100,48
2022-04-08,218,16
2022-05-09,63,32
2022-07-18,299,16
2022-08-05,351,20
2022-07-04,126,32
2022-05-27,268,20
2022-07-22,254,20
2022-02-28,66,10
2022-04-22,311,64
2022-08-12,351,60
2022-03-14,104,32
2022-06-10,438,16
2022-05-02,0,1
2022-05-30,140,1
2022-05-16,390,32
2022-04-22,269,32
2022-05-30,433,32
2022-06-13,131,16
2022-07-11,206,80
2022-06-07,375,32
2022-06-27,348,16
2022-03-07,145,32
2022-08-01,49,96
2022-05-20,45,32
2022-05-27,328,32
2022-04-11,226,80
2022-07-01,353,16
2022-04-04,92,32
2022-04-01,311,32
2022-08-12,170,16
2022-06-07,131,16
2022-08-15,195,16
2022-07-11,361,32
2022-06-13,375,32
2022-06-27,346,16
2022-06-27,174,16
2022-07-22,450,20
2022-08-01,372,48
2022-07-25,260,128
2022-03-03,218,16
2022-06-17,350,16
2022-04-08,204,128
2022-07-04,389,16
2022-07-18,119,16
2022-03-07,169,24
2022-08-01,324,16
2022-06-27,307,16
2022-08-12,146,20
2022-05-30,147,16
2022-06-27,137,128
2022-03-07,328,24
2022-07-01,98,16
2022-08-15,173,64
2022-08-05,473,20
2022-06-17,377,16
2022-07-25,49,96
2022-06-10,4,16
2022-06-27,239,48
2022-04-04,40,32
2022-05-30,95,32
2022-08-08,391,32
2022-07-25,287,32
2022-07-11,283,16
2022-04-19,41,128
2022-03-28,333,128
2022-06-27,49,80
2022-08-15,375,48
2022-04-19,316,32
2022-07-11,105,80
2022-06-07,144,16
2022-07-15,233,80
2022-03-28,434,32
2022-03-03,198,32
2022-06-07,403,11
2022-07-18,1,16
2022-07-01,377,16
2022-04-11,465,64
2022-03-28,256,16
2022-06-10,169,16
2022-08-12,153,40
2022-08-15,12,16
2022-02-22,120,102
2022-08-15,219,16
2022-08-05,171,20
2022-06-07,190,1
2022-03-17,98,16
2022-03-07,70,16
2022-04-25,207,32
2022-07-04,308,16
2022-08-12,52,32
2022-08-01,431,64
2022-06-10,416,80
2022-07-08,362,32
2022-05-20,98,16
2022-04-11,394,96
2022-07-08,350,16
2022-02-18,116,64
2022-04-19,95,16
2022-06-03,13,16
2022-04-04,230,8
2022-08-12,420,16
2022-03-28,428,96
2022-04-04,279,64
2022-08-12,254,20
2022-03-07,143,16
2022-06-13,354,32
2022-05-23,309,16
2022-05-20,98,16
2022-07-08,347,32
2022-07-04,393,32
2022-06-27,91,16
2022-05-02,372,32
2022-06-27,166,48
2022-07-08,153,20
2022-07-11,410,48
2022-03-07,106,32
2022-05-27,327,40
2022-05-16,470,32
2022-07-25,475,64
2022-03-23,313,32
2022-07-04,47,16
2022-04-19,397,32
2022-05-02,423,64
2022-02-24,226,128
2022-03-14,173,64
2022-06-20,363,32
2022-03-07,117,32
2022-07-01,34,80
2022-07-11,173,48
2022-07-18,189,16
2022-06-27,411,64
2022-07-15,448,40
2022-06-20,206,16
2022-05-27,424,40
2022-03-28,401,64
2022-07-04,3,16
2022-03-21,463,128
2022-08-15,297,64
2022-07-04,484,16
2022-06-24,162,64
2022-08-15,297,32
2022-03-31,98,16
2022-08-15,419,46
2022-08-15,260,80
2022-03-08,91,32
2022-06-24,378,16
2022-04-29,149,32
2022-05-09,228,64
2022-07-25,172,64
2022-05-02,359,1
2022-08-01,331,32
2022-07-11,317,16
2022-07-01,223,16
2022-05-13,198,64
2022-08-08,463,96
2022-03-28,92,16
2022-07-04,346,16
2022-06-27,105,32
2022-07-15,349,20
2022-05-20,186,32
2022-06-17,149,9
2022-07-01,170,32
2022-04-29,10,48
2022-02-23,438,32
2022-06-17,350,14
2022-03-31,98,16
2022-05-27,422,32
2022-07-04,120,48
2022-03-14,65,96
2022-08-15,458,80
2022-06-24,450,20
2022-05-23,96,32
2022-08-08,463,96
2022-03-21,52,32
2022-07-18,274,16
2022-04-20,331,32
2022-04-11,105,112
2022-05-16,410,16
2022-07-01,52,16
2022-07-11,231,48
2022-07-25,137,96
2022-08-15,404,48
2022-05-30,87,48
2022-08-08,297,64
2022-05-27,233,100
2022-06-27,410,16
2022-05-23,274,16
2022-07-04,51,16
2022-04-04,303,16
2022-07-29,55,20
2022-04-08,20,64
2022-07-18,164,16
2022-03-03,425,16
2022-07-01,450,20
2022-06-20,91,64
2022-04-04,460,16
2022-08-01,172,32
2022-07-04,433,32
2022-07-18,375,32
2022-02-24,98,32
2022-06-07,375,32
2022-08-15,274,32
2022-08-12,94,16
2022-03-07,147,32
2022-05-09,192,16
2022-06-27,411,96
2022-05-23,96,48
2022-07-04,202,48
2022-08-15,47,48
2022-08-05,442,20
2022-06-27,348,32
2022-04-15,103,32
2022-04-01,234,48
2022-07-25,137,64
2022-04-01,328,32
2022-06-03,97,32
2022-06-17,380,64
2022-06-10,146,20
2022-03-09,180,96
2022-06-17,349,40
2022-08-08,221,32
2022-08-01,330,16
2022-07-11,124,16
2022-03-21,138,16
2022-03-18,317,32
2022-05-30,270,16
2022-05-27,395,20
2022-07-04,458,27
2022-02-22,291,24
2022-03-14,380,64
2022-04-08,86,32
2022-06-20,404,48
2022-04-19,295,40
2022-07-11,47,16
2022-08-15,237,64
2022-06-13,3,16
2022-05-13,62,64
2022-04-01,314,32
2022-04-11,51,48
2022-07-11,112,16
2022-06-07,49,64
2022-08-12,387,16
2022-06-20,189,16
2022-05-09,437,128
2022-06-27,352,16
2022-05-30,56,1
2022-02-23,199,128
2022-03-14,6,64
2022-05-27,464,20
2022-06-27,188,96
2022-05-16,1,16
2022-03-28,79,96
2022-03-14,113,32
2022-05-30,352,16
2022-06-27,120,16
2022-05-09,77,32
2022-05-23,202,16
2022-08-15,228,48
2022-04-08,455,32
2022-06-24,402,20
2022-08-12,97,48
2022-05-30,112,16
2022-06-20,397,16
2022-05-30,157,16
2022-05-30,59,64
2022-08-15,309,2
2022-05-09,279,16
2022-07-11,358,32
2022-05-30,237,16
2022-06-20,37,20
2022-06-07,72,16
2022-07-18,304,16
2022-06-20,333,48
2022-05-09,72,16
2022-05-30,131,16
2022-03-24,98,16
2022-06-10,209,16
2022-04-25,185,96
2022-03-14,377,48
2022-04-08,212,32
2022-05-06,350,16
2022-07-25,433,32
2022-03-03,198,48
2022-04-25,10,40
2022-04-19,7,64
2022-02-17,185,64
2022-03-07,434,80
2022-06-17,291,16
2022-04-08,20,64
2022-03-24,98,16
2022-04-11,185,64
2022-04-08,334,32
2022-05-30,226,16
2022-04-08,130,64
2022-05-27,57,32
2022-07-04,221,48
2022-03-21,207,16
2022-06-13,36,16
2022-06-17,100,48
2022-04-29,187,16
2022-06-17,169,16
2022-07-01,45,48
2022-06-17,212,32
2022-04-25,472,16
2022-07-04,287,32
2022-05-06,205,32
2022-07-18,61,16
2022-03-28,421,48
2022-06-27,49,96
2022-06-27,361,48
2022-04-22,385,32
2022-04-29,259,16
2022-08-08,221,32
2022-06-07,202,16
2022-05-02,127,48
2022-03-11,47,32
2022-07-01,215,40
2022-05-27,473,20
2022-03-10,98,16
2022-06-03,109,20
2022-06-03,252,32
2022-08-01,431,64
2022-06-07,185,7
2022-06-20,393,32
2022-06-03,221,32
2022-03-28,339,96
2022-06-27,203,1
2022-07-08,103,32
2022-06-07,158,93
2022-03-25,228,144
2022-07-18,3,16
2022-06-27,63,16
2022-08-15,308,16
2022-02-28,18,64
2022-08-15,88,1
2022-04-29,121,16
2022-07-01,198,32
2022-06-20,417,32
2022-03-28,142,32
2022-07-22,436,40
2022-07-04,299,16
2022-07-01,199,32
2022-08-05,424,20
2022-06-27,227,16
2022-07-01,264,20
2022-05-23,310,16
2022-05-30,419,16
2022-06-07,433,32
2022-08-15,157,32
2022-06-07,237,16
2022-06-17,57,16
2022-05-20,6,64
2022-07-04,177,16
2022-08-15,437,128
2022-07-11,157,64
2022-06-10,429,16
2022-06-10,29,16
2022-07-04,394,32
2022-04-11,253,64
2022-05-13,212,128
2022-06-27,310,16
2022-04-19,445,32
2022-06-20,309,16
2022-06-07,1,16
2022-08-01,369,32
2022-07-04,64,16
2022-06-17,379,32
2022-06-27,270,16
2022-07-01,20,32
2022-08-08,279,32
2022-05-02,403,64
2022-02-24,174,28
2022-04-19,403,128
2022-03-21,481,112
2022-02-17,385,16
2022-02-25,151,64
2022-06-20,477,48
2022-06-10,86,16
2022-06-27,308,16
2022-08-12,322,16
2022-04-15,329,32
2022-03-21,79,96
2022-04-01,432,64
2022-07-11,477,128
2022-05-16,299,32
2022-02-28,438,26
2022-07-01,326,16
2022-06-27,475,96
2022-05-16,85,16
2022-06-27,92,16
2022-06-13,259,48
2022-08-12,402,20
2022-07-11,337,16
2022-05-16,225,16
2022-03-17,350,16
2022-05-30,368,16
2022-08-12,422,16
2022-05-06,169,16
2022-03-21,460,32
2022-07-08,364,64
2022-05-06,398,32
2022-04-15,223,32
2022-03-21,472,15
2022-04-07,101,16
2022-08-15,93,13
2022-07-01,311,32
2022-06-20,403,64
2022-06-17,249,16
2022-04-29,256,16
2022-03-23,297,80
2022-08-08,95,16
2022-07-11,283,16
2022-05-02,298,32
2022-05-13,162,64
2022-04-22,459,64
2022-06-10,400,16
2022-06-13,307,16
2022-04-11,210,64
2022-06-10,459,16
2022-06-24,146,20
2022-08-15,131,38
2022-07-11,36,16
2022-06-17,98,16
2022-04-08,212,96
2022-06-20,310,16
2022-05-02,253,64
2022-06-10,252,48
2022-08-05,183,40
2022-07-01,373,16
2022-07-11,227,16
2022-08-15,260,128
2022-08-08,188,16
2022-05-23,63,32
2022-02-28,98,32
2022-03-21,95,16
2022-08-08,287,32
2022-04-08,212,32
2022-06-07,59,64
2022-06-27,419,16
2022-07-11,36,64
2022-06-20,356,16
2022-05-16,148,16
2022-05-27,322,16
2022-06-17,122,16
2022-08-12,268,16
2022-05-02,41,32
2022-06-13,105,32
2022-08-15,340,8
2022-06-24,448,60
2022-08-12,432,32
2022-04-25,207,48
2022-07-04,295,128
2022-06-20,482,16
2022-04-04,106,16
2022-07-11,231,32
2022-08-15,356,48
2022-06-24,111,20
2022-05-27,15,32
2022-07-25,77,32
2022-04-11,148,32
2022-06-27,112,16
2022-05-02,115,1
2022-05-02,250,1
2022-06-17,97,64
2022-08-08,188,64
2022-06-20,354,32
2022-07-11,358,32
2022-06-07,492,16
2022-08-12,429,16
2022-06-27,415,16
2022-05-20,295,48
2022-06-27,335,16
2022-04-22,191,32
2022-06-07,454,15
2022-07-15,436,40
2022-03-07,300,64
2022-02-23,278,80
2022-03-10,167,16
2022-06-13,41,16
2022-05-20,230,16
2022-07-25,33,48
2022-06-17,52,16
2022-06-10,468,16
2022-07-18,59,32
2022-07-11,188,16
2022-04-25,472,16
2022-07-01,400,32
2022-06-10,362,16
2022-05-13,468,64
2022-08-05,69,20
2022-04-08,288,32
2022-04-01,400,32
2022-05-23,61,48
2022-08-15,308,32
2022-03-29,117,16
2022-03-14,238,16
2022-05-23,72,16
2022-05-23,25,16
2022-06-13,394,16
2022-06-03,181,48
2022-07-18,81,16
2022-08-15,185,48
2022-08-05,349,20
2022-02-18,3,40
2022-07-18,221,32
2022-05-02,260,128
2022-06-20,307,16
2022-02-18,299,32
2022-08-15,115,8
2022-02-25,300,48
2022-07-15,99,20
2022-07-29,318,20
2022-06-24,139,64
2022-07-18,324,32
2022-08-15,23,8
2022-06-27,308,16
2022-06-07,67,128
2022-07-18,313,16
2022-07-11,403,32
2022-05-09,16,16
2022-06-27,64,16
2022-07-25,143,32
2022-05-02,399,1
2022-06-10,248,20
2022-06-24,181,64
2022-05-30,62,64
2022-06-13,144,16
2022-04-04,33,31
2022-06-13,81,16
2022-05-23,91,32
2022-06-20,49,128
2022-08-15,277,64
2022-06-24,435,16
2022-07-18,25,16
2022-08-15,421,32
2022-05-06,98,16
2022-08-15,123,1
2022-08-15,151,32
2022-05-23,78,16
2022-05-23,96,64
2022-05-27,332,16
2022-06-27,348,16
2022-03-28,260,128
2022-07-22,443,20
2022-05-09,470,16
2022-06-07,136,16
2022-04-19,153,1
2022-06-03,34,100
2022-06-17,476,128
2022-05-27,347,16
2022-07-11,358,16
2022-06-27,24,32
2022-06-24,311,64
2022-06-13,375,32
2022-06-27,348,16
2022-07-08,268,32
2022-03-31,98,16
2022-07-11,127,16
2022-06-17,218,16
2022-08-12,314,16
2022-07-11,337,32
2022-03-14,378,32
2022-08-15,91,32
2022-05-02,211,1
2022-06-27,308,32
2022-03-21,246,128
2022-03-21,432,112
2022-05-02,266,1
2022-05-16,277,64
2022-05-16,141,80
2022-06-24,416,48
2022-03-07,199,64
2022-06-07,484,16
2022-06-27,341,16
2022-04-08,186,64
2022-02-24,166,16
2022-07-25,188,64
2022-04-04,278,128
2022-05-27,439,16
2022-08-08,391,16
2022-03-17,421,16
2022-06-17,478,32
2022-07-25,61,64
2022-06-10,486,20
2022-06-20,36,16
2022-06-27,369,32
2022-06-07,354,32
2022-06-27,411,96
2022-06-27,16,16
2022-07-18,368,16
2022-08-15,192,16
2022-08-05,384,20
2022-07-01,149,32
2022-04-08,387,32
2022-07-04,145,16
2022-05-30,404,128
2022-05-06,350,16
2022-08-15,308,32
2022-05-06,138,16
2022-06-17,416,112
2022-03-04,313,32
2022-05-30,379,8
2022-07-04,433,16
2022-04-20,313,16
2022-07-08,212,48
2022-05-30,16,16
2022-05-02,228,64
2022-05-20,22,32
2022-06-13,299,16
2022-05-23,393,32
2022-03-28,53,32
2022-07-18,177,16
2022-04-11,389,48
2022-07-04,148,48
2022-06-13,356,16
2022-06-27,274,16
2022-04-22,103,32
2022-03-04,463,96
2022-05-16,124,16
2022-07-18,36,16
2022-05-16,219,32
2022-03-21,378,32
2022-07-18,59,32
2022-07-01,318,20
2022-05-18,251,64
2022-06-13,7,16
2022-08-15,49,64
2022-06-07,3,16
2022-06-24,97,32
2022-07-01,139,32
2022-08-15,85,16
2022-07-15,111,20
2022-05-27,9,8
2022-06-27,239,32
2022-06-24,486,20
2022-07-08,350,16
2022-05-09,361,32
2022-06-20,49,80
2022-07-01,321,40
2022-04-22,429,32
2022-07-01,448,60
2022-06-27,433,32
2022-07-11,292,16
2022-07-08,476,64
2022-08-01,143,32
2022-07-04,119,16
2022-07-18,193,64
2022-07-25,433,48
2022-06-27,71,1
2022-03-28,53,32
2022-05-09,310,32
2022-07-12,350,6
2022-05-06,20,64
2022-05-27,452,16
2022-05-23,177,16
2022-07-11,219,16
2022-06-20,156,16
2022-03-21,435,32
2022-02-21,459,64
2022-05-02,260,128
2022-08-15,266,8
2022-07-15,450,20
2022-02-25,53,32
2022-05-23,299,16
2022-07-18,108,32
2022-03-03,488,16
2022-05-16,430,80
2022-05-16,79,64
2022-07-04,83,16
2022-04-11,192,16
2022-04-19,448,1
2022-03-11,47,32
2022-03-25,290,16
2022-05-02,41,128
2022-07-08,69,40
2022-05-30,156,16
2022-07-18,51,16
2022-07-01,57,32
2022-03-04,401,64
2022-08-08,279,64
2022-06-24,398,48
2022-08-15,421,32
2022-06-10,439,16
2022-04-15,319,32
2022-05-02,491,1
2022-07-04,440,16
2022-07-25,372,48
2022-06-07,25,16
2022-05-23,165,16
2022-07-08,438,16
2022-04-08,194,32
2022-05-09,463,96
2022-03-28,108,16
2022-08-12,323,16
2022-07-25,345,64
2022-04-01,355,16
2022-08-15,297,48
2022-05-02,188,32
2022-08-12,163,7
2022-05-13,338,16
2022-02-21,18,48
2022-05-23,1,16
2022-06-17,29,48
2022-08-12,448,60
2022-05-06,113,32
2022-07-11,237,16
2022-03-14,246,128
2022-04-19,185,32
2022-06-07,430,16
2022-06-17,205,32
2022-04-20,193,96
2022-06-07,319,61
2022-05-06,98,16
2022-06-27,431,96
2022-08-15,463,32
2022-07-11,356,64
2022-05-16,335,32
2022-06-13,335,16
2022-06-13,375,32
2022-03-28,53,64
2022-07-11,310,16
2022-05-06,212,96
2022-06-20,434,11
2022-06-10,322,32
2022-06-13,116,16
2022-06-10,450,20
2022-07-18,287,32
2022-06-24,98,16
2022-06-17,21,32
2022-03-07,432,128
2022-08-05,109,20
2022-03-21,300,64
2022-08-12,321,40
2022-05-20,259,16
2022-07-22,442,20
2022-04-08,45,64
2022-07-22,402,20
2022-04-25,278,32
2022-04-11,346,64
2022-06-20,148,16
2022-03-29,33,32
2022-07-18,148,16
2022-05-27,264,40
2022-06-13,59,64
2022-05-02,333,48
2022-08-12,384,20
2022-07-08,442,20
2022-03-21,253,64
2022-06-27,85,32
2022-06-03,111,60
2022-03-18,12,32
2022-07-15,134,20
2022-06-13,382,16
2022-05-23,354,32
2022-04-20,345,32
2022-08-15,391,32
2022-04-11,485,64
2022-05-09,354,80
2022-03-10,350,16
2022-07-01,181,128
2022-06-07,118,2
2022-04-04,316,32
2022-05-30,354,32
2022-07-11,156,16
2022-07-11,352,16
2022-05-23,36,16
2022-04-22,339,64
2022-07-11,428,80
2022-06-07,404,32
2022-05-30,261,32
2022-03-14,235,16
2022-06-27,61,32
2022-04-11,16,32
2022-04-25,463,96
2022-04-11,309,96
2022-05-16,484,16
2022-08-01,469,16
2022-05-27,373,8
2022-07-11,188,64
2022-08-15,114,32
2022-04-15,398,64
2022-06-20,324,32
2022-06-13,341,16
2022-05-27,407,20
2022-03-25,213,32
2022-06-10,247,16
2022-06-07,179,1
2022-04-08,129,32
2022-05-23,307,16
2022-06-27,308,32
2022-07-01,21,32
2022-07-11,231,32
2022-03-10,98,16
2022-07-04,79,48
2022-05-09,105,80
2022-06-20,278,128
2022-04-29,159,16
2022-05-16,16,16
2022-08-01,300,32
2022-03-09,297,64
2022-02-17,79,192
2022-05-02,242,1
2022-06-07,389,16
2022-07-11,390,16
2022-04-22,328,32
2022-06-07,412,1
2022-03-09,437,128
2022-08-05,450,20
2022-03-14,435,32
2022-05-16,106,16
2022-03-03,129,64
2022-04-08,68,64
2022-07-25,61,64
2022-07-11,465,16
2022-03-11,47,32
2022-06-17,234,32
2022-02-18,336,96
2022-06-10,134,60
2022-07-01,98,16
2022-07-01,478,16
2022-05-16,157,32
2022-04-25,83,32
2022-06-07,137,80
2022-04-11,310,64
2022-03-03,5,32
2022-06-10,186,32
2022-05-27,256,32
2022-04-15,205,16
